2.058989674386335622e-01,5.397680824077165651e-01,6.013631117777713531e-01,6.635139118221839993e-01,3.604707828711937179e-01,6.678363681408290287e-01,1.626791033340453385e-01,4.079851035437506157e-01,2.807931634237833540e-01,7.693157453526305867e-01,3.176481117573999313e-01,4.904113840641263211e-01,6.416498325204031961e-01,2.162611172200495924e-01,6.677160794428677049e-01,6.082586436992181156e-01,4.306927607009970460e-01,3.618154442648124913e-01,4.508708491530154516e-01,4.082114343835181458e-01,5.416306068729198619e-01,3.022537039010469995e-01,5.681672272927531520e-01,6.069976818539991603e-01,4.982596068578808435e-01,1.932888491080951843e-01,7.710361625122140738e-01,1.470639049776260032e-01,4.763135739719748241e-01,3.564456372606029655e-01 
 9.351295050599706116e-02,1.535514371548181156e-01,1.384811148842917117e-01,1.214685464927852676e-01,3.037751246525427495e-01,3.500658695935464637e-01,1.305009596367185942e-01,2.765199866304736132e-01,1.778037763333051302e-01,7.716006812089667433e-01,1.582128876467089329e-01,1.744697884880991312e-01,1.577634835297038185e-01,1.773779571582168035e-01,3.183932256729360422e-01,1.606343382949694254e-01,1.508520313479962960e-01,1.587897786914775899e-01,1.562559603167431588e-01,1.581864134227287666e-01,1.567834382334808430e-01,1.976235577589302572e-01,1.122394674228839317e-01,1.094813900983134802e-01,3.107896095850934959e-01,1.467210565736898342e-01,3.029050329462347202e-01,1.219711152436659951e-01,2.065491929725259412e-01,1.740950120049824523e-01 
 6.454406941195944825e-02,1.113860478489818728e-01,1.152872910872057011e-01,8.832583639607394232e-02,2.743764355264622923e-01,2.955222384253048951e-01,1.116621631976714157e-01,2.482867096610754665e-01,1.472845631137580380e-01,7.739696559260270670e-01,1.280870089904331266e-01,1.358423391547668446e-01,1.106952212454578310e-01,1.561711045994533809e-01,2.727486117400648169e-01,1.056746288375490783e-01,1.141482419223842637e-01,1.154160468944007700e-01,1.064982135356391524e-01,1.095960739443883059e-01,1.059594288496149561e-01,1.582020573480391601e-01,7.653406945924545735e-02,7.766208299266097459e-02,2.804519487492733720e-01,1.211987637978049204e-01,2.325547132350175294e-01,1.046184042512163792e-01,1.392007732393110153e-01,1.290642711850122915e-01 
 5.166536742945515570e-02,9.469755594905326923e-02,1.022418517781396030e-01,5.911677245718605089e-02,2.430094730246665780e-01,2.598408790729918039e-01,9.828527917694651617e-02,2.297911489584628653e-01,1.304127406687166646e-01,7.749344136865627952e-01,1.133156318045633881e-01,1.187210574107659955e-01,9.299061564380306510e-02,1.431170326822159833e-01,2.485753983163315750e-01,8.425211790918285537e-02,9.729663855080850077e-02,9.574552318250428851e-02,8.513875842239571057e-02,8.906068832040647809e-02,8.467435721607607935e-02,1.343522820137434959e-01,6.300242087591978457e-02,6.453471202781568827e-02,2.621565071751617015e-01,1.045985500446179328e-01,2.072117369170457524e-01,9.150478587454757839e-02,1.086174865705535897e-01,1.068635020877365394e-01 
 4.413530786402786177e-02,8.358552390337903315e-02,9.214757619055147231e-02,5.108440897011046200e-02,2.139803929168693220e-01,2.277703721085567734e-01,8.800090360678858303e-02,2.108664307216502332e-01,1.185278977428160241e-01,7.755438606671545276e-01,1.038462693116137814e-01,1.072194272671068704e-01,8.252053830598149453e-02,1.346067173715750354e-01,2.304371041440641532e-01,7.147909134153862531e-02,8.649894775522437573e-02,8.339354521736552783e-02,7.225903052376791980e-02,7.671373864803299192e-02,7.163121610858413923e-02,1.167166434686250920e-01,5.469075934374911796e-02,5.642248392474602525e-02,2.468316766294746945e-01,9.255083519683848792e-02,1.961423170099784175e-01,8.093943252022417489e-02,9.094490107096819820e-02,9.273861596915244920e-02 
 3.912413933558500645e-02,7.481180779956364546e-02,8.389093987057960611e-02,5.006832616634127042e-02,1.896735593252166785e-01,2.012005244081072064e-01,7.975427375359711579e-02,1.925030645018094289e-01,1.091808466694295099e-01,7.757730123776043207e-01,9.705887783394895330e-02,9.827161984178489629e-02,7.522125555594039170e-02,1.287944699857008768e-01,2.150574308149431069e-01,6.236778342772320016e-02,7.864456423761512216e-02,7.464343999254330342e-02,6.318266660537674717e-02,6.798218316937720829e-02,6.225775020327717346e-02,1.026415962713916885e-01,4.867824161383782489e-02,5.058510186125808605e-02,2.329450555535473866e-01,8.322410505529076463e-02,1.915540991093406253e-01,7.215694258544325113e-02,7.942793277734960800e-02,8.310701504561546216e-02 
 3.551616298702919838e-02,6.751145424710514042e-02,7.692399481428269237e-02,5.025867152197538434e-02,1.696385232629420425e-01,1.792740108487543838e-01,7.307072167184214262e-02,1.755136251418352167e-01,1.014206355304606566e-01,7.756408657333613288e-01,9.170971869461963522e-02,9.089703312435049032e-02,6.970998006012674164e-02,1.245932186477921588e-01,2.016209519007360340e-01,5.534221446848297532e-02,7.259248727638611953e-02,6.813255605118662128e-02,5.631129044394189709e-02,6.140512750793980512e-02,5.504018196585747091e-02,9.112484799333675500e-02,4.399559581757939153e-02,4.608367010983360768e-02,2.201684441781206480e-01,7.562267683030432508e-02,1.904978764318973061e-01,6.475828689460516596e-02,7.132599457537536214e-02,7.634749015203046163e-02 
 3.276189037498200562e-02,6.127997619865677148e-02,7.090135242800554849e-02,5.038298382408368248e-02,1.530031007002953247e-01,1.612604402500162903e-01,6.753721912824728335e-02,1.602169470019843001e-01,9.466331209054723583e-02,7.754856670792192874e-01,8.722766539513182593e-02,8.479595870101530597e-02,6.526106628184435987e-02,1.212935708123361600e-01,1.897696695182995441e-01,4.967504677524903212e-02,6.771791852863773276e-02,6.313938616455649910e-02,5.085086945635575173e-02,5.621199056667280924e-02,4.926429330004211682e-02,8.160877009272449190e-02,4.016783472700680147e-02,4.246413810761984209e-02,2.083460066639145625e-01,6.924441005910642044e-02,1.915304299568219015e-01,5.843235134311630663e-02,6.532051660753990241e-02,7.145369447693161735e-02 
 3.054869791672898405e-02,5.590417448592166494e-02,6.561849796044794125e-02,5.063109242478058825e-02,1.385866985933335016e-01,1.463726688907380780e-01,6.288279031075150183e-02,1.465537669316532288e-01,8.862187694875578448e-02,7.754274239836209670e-01,8.339117267765361330e-02,7.974118121995121822e-02,6.149151115594675421e-02,1.184307550512201379e-01,1.791975134934100655e-01,4.498044028995906718e-02,6.370341240451682374e-02,5.920175736168997727e-02,4.636987272203274557e-02,5.195025895882887657e-02,4.450872070925193658e-02,7.365202805994131019e-02,3.696193564853134106e-02,3.949993642412374939e-02,1.973541011350908869e-01,6.378096198125926541e-02,1.939034914205511884e-01,5.297371864354827320e-02,6.068743105073259869e-02,6.744845561098500308e-02 
 2.872165482383781665e-02,5.124598895758158967e-02,6.095806644605983315e-02,5.105795325834106002e-02,1.255174538912944282e-01,1.336786915493730632e-01,5.893869653778860407e-02,1.343024473154643683e-01,8.319476394760905169e-02,7.754781074510880279e-01,8.007933940388578531e-02,7.557641091769307096e-02,5.826910215837655116e-02,1.158752021642999175e-01,1.697350028148009171e-01,4.103967867145852377e-02,6.039830193189021923e-02,5.596577451613626852e-02,4.261730671523433767e-02,4.835282811227059607e-02,4.053835094471580636e-02,6.691355998577297459e-02,3.421650701469047817e-02,3.705902748834521976e-02,1.870867545913162955e-01,5.904984649165512245e-02,1.971269780065680877e-01,4.824605242389945481e-02,5.701511701924177888e-02,6.394158098772506627e-02 
