0 0 0 1 0 
0.050000001 0.035654146 0.0062355725 0.97557694 0.040528681 
0.1 0.069569416 0.013040964 0.9522655 0.080243669 
0.15000001 0.10183062 0.020438911 0.93000442 0.11900314 
0.2 0.13251843 0.028444067 0.9087351 0.15669978 
0.25 0.16170958 0.037062693 0.88840169 0.1932559 
0.30000001 0.18947706 0.046292674 0.8689512 0.22861874 
0.34999999 0.21589029 0.056123782 0.85033309 0.26275599 
0.40000001 0.24101534 0.066538207 0.83249968 0.29565194 
0.44999999 0.26491505 0.077511288 0.81540567 0.32730415 
0.5 0.28764912 0.089012362 0.79900849 0.35772067 
0.55000001 0.30927446 0.10100575 0.78326803 0.38691771 
0.60000002 0.3298451 0.11345175 0.76814651 0.41491783 
0.64999998 0.34941253 0.12630764 0.7536087 0.44174829 
0.69999999 0.36802563 0.1395286 0.73962152 0.46743992 
0.75 0.38573095 0.15306868 0.72615409 0.49202606 
0.80000001 0.40257278 0.1668815 0.71317762 0.51554179 
0.85000002 0.4185932 0.18092105 0.70066535 0.53802323 
0.89999998 0.43383232 0.19514219 0.68859237 0.55950701 
0.94999999 0.44832823 0.20950125 0.67693555 0.58003014 
1 0.46211714 0.22395629 0.66567343 0.59962922 
1.05 0.47523358 0.2384675 0.65478617 0.61834061 
1.1 0.4877103 0.2529974 0.64425534 0.63620001 
1.15 0.49957854 0.26751095 0.63406378 0.65324235 
1.2 0.51086795 0.28197569 0.62419569 0.66950184 
1.25 0.5216068 0.29636171 0.61463642 0.68501151 
1.3 0.53182185 0.31064171 0.60537243 0.69980365 
1.35 0.54153877 0.32479081 0.59639096 0.71390927 
1.4 0.55078173 0.33878672 0.5876804 0.72735858 
1.45 0.55957395 0.35260943 0.57922983 0.74018055 
1.5 0.56793737 0.36624113 0.57102913 0.75240302 
1.55 0.57589287 0.37966627 0.56306887 0.76405293 
1.6 0.58346039 0.39287117 0.55534017 0.77515614 
1.65 0.59065884 0.40584412 0.54783481 0.7857374 
1.7 0.59750623 0.41857511 0.54054511 0.79582042 
1.75 0.60401964 0.43105572 0.53346372 0.80542809 
1.8 0.61021543 0.44327915 0.52658391 0.81458217 
1.85 0.61610901 0.45523983 0.51989925 0.82330364 
1.9 0.62171513 0.46693355 0.51340359 0.83161241 
1.95 0.6270479 0.47835714 0.50709128 0.83952773 
2 0.63212055 0.4895086 0.50095671 0.84698647 
2.05 0.63694578 0.50038677 0.49499482 0.85370529 
2.0999999 0.64153576 0.51099145 0.48920062 0.86012113 
2.1500001 0.6459018 0.52132308 0.48356932 0.866247 
2.2 0.65005499 0.53138292 0.47809649 0.87209535 
2.25 0.65400559 0.54117268 0.47277772 0.87767828 
2.3 0.65776348 0.55069476 0.46760884 0.88300729 
2.3499999 0.66133815 0.55995202 0.46258584 0.88809365 
2.4000001 0.66473842 0.56894767 0.45770484 0.89294797 
2.45 0.66797292 0.5776853 0.4529621 0.8975805 
2.5 0.67104965 0.58616889 0.44835398 0.90200114 
2.55 0.6739763 0.59440267 0.44387698 0.90621924 
2.5999999 0.67676026 0.602391 0.43952769 0.91024399 
2.6500001 0.67940837 0.6101386 0.43530282 0.9140839 
2.7 0.68192738 0.61765021 0.4311991 0.91774738 
2.75 0.68432355 0.6249308 0.42721349 0.9212423 
2.8 0.68660283 0.63198537 0.42334285 0.92457634 
2.8499999 0.68877101 0.6388191 0.41958427 0.92775679 
2.9000001 0.69083339 0.64543706 0.41593483 0.93079054 
2.95 0.69279516 0.6518445 0.41239169 0.93368435 
3 0.69466132 0.6580466 0.40895215 0.93644452 
3.05 0.69643641 0.66404867 0.40561345 0.93907714 
3.0999999 0.69812495 0.66985577 0.40237302 0.94158804 
3.1500001 0.69973117 0.67547321 0.39922822 0.94398278 
3.2 0.70125902 0.68090606 0.39617661 0.94626677 
3.25 0.70271236 0.68615943 0.39321566 0.94844496 
3.3 0.70409483 0.69123834 0.39034304 0.95052224 
3.3499999 0.70540988 0.69614774 0.38755634 0.95250332 
3.4000001 0.70666075 0.70089251 0.38485333 0.95439255 
3.45 0.70785064 0.70547754 0.38223171 0.95619416 
3.5 0.70898253 0.70990747 0.37968934 0.95791221 
3.55 0.71005917 0.71418703 0.377224 0.9595505 
3.5999999 0.71108335 0.71832073 0.37483367 0.9611128 
3.6500001 0.71205753 0.72231299 0.37251624 0.96260256 
3.7 0.7129842 0.72616827 0.37026978 0.96402317 
3.75 0.7138657 0.72989076 0.36809224 0.96537781 
3.8 0.71470422 0.73348469 0.36598179 0.9666695 
3.8499999 0.71550184 0.73695415 0.36393651 0.96790117 
3.9000001 0.71626055 0.74030298 0.36195457 0.96907568 
3.95 0.71698225 0.74353522 0.36003426 0.97019553 
4 0.71766877 0.74665451 0.35817373 0.97126341 
4.0500002 0.7183218 0.74966466 0.35637137 0.97228158 
4.0999999 0.718943 0.75256908 0.35462549 0.97325248 
4.1500001 0.71953386 0.75537139 0.35293448 0.97417819 
4.1999998 0.72009593 0.75807494 0.35129672 0.97506088 
4.25 0.72063059 0.760683 0.34971073 0.97590256 
4.3000002 0.72113919 0.76319873 0.34817496 0.97670507 
4.3499999 0.72162294 0.76562524 0.34668797 0.97747034 
4.4000001 0.72208315 0.76796561 0.34524831 0.97819996 
4.4499998 0.72252089 0.77022266 0.34385461 0.97889566 
4.5 0.72293723 0.77239931 0.34250551 0.97955906 
4.5500002 0.72333336 0.77449822 0.34119967 0.98019159 
4.5999999 0.72371012 0.77652216 0.33993581 0.98079467 
4.6500001 0.72406846 0.77847356 0.33871266 0.98136979 
4.6999998 0.7244094 0.78035504 0.33752903 0.9819181 
4.75 0.72473371 0.78216898 0.3363837 0.98244095 
4.8000002 0.72504216 0.78391773 0.33527553 0.98293954 
4.8499999 0.7253356 0.78560358 0.33420339 0.98341489 
4.9000001 0.72561467 0.78722864 0.33316618 0.98386818 
4.9499998 0.72588021 0.78879511 0.33216283 0.98430043 
5 0.72613275 0.79030502 0.33119231 0.98471254 
5.0500002 0.69724846 0.79149753 0.33025432 0.98508328 
5.0999999 0.66412044 0.79187393 0.3293539 0.98536801 
5.1500001 0.63260812 0.79146618 0.32849762 0.98556209 
5.1999998 0.60263264 0.79031056 0.32769138 0.98566103 
5.25 0.57411909 0.78844523 0.3269403 0.98566031 
5.3000002 0.54699618 0.78591031 0.326249 0.98555523 
5.3499999 0.52119607 0.78274709 0.32562137 0.98534119 
5.4000001 0.49665421 0.77899772 0.32506067 0.98501354 
5.4499998 0.47330931 0.77470469 0.3245697 0.98456806 
5.5 0.45110294 0.76991051 0.32415056 0.98400044 
5.5500002 0.42997959 0.76465726 0.32380494 0.98330706 
5.5999999 0.40988642 0.75898641 0.32353398 0.98248434 
5.6500001 0.39077324 0.75293827 0.32333833 0.98152936 
5.6999998 0.37259218 0.74655205 0.32321829 0.9804396 
5.75 0.35529786 0.73986548 0.3231737 0.97921318 
5.8000002 0.33884698 0.73291475 0.32320404 0.97784865 
5.8499999 0.32319841 0.72573429 0.3233085 0.97634536 
5.9000001 0.30831304 0.71835691 0.32348591 0.97470313 
5.9499998 0.29415363 0.71081334 0.32373488 0.97292244 
6 0.2806848 0.70313281 0.32405376 0.97100449 
6.0500002 0.26787284 0.69534236 0.32444066 0.96895093 
6.0999999 0.25568572 0.68746746 0.32489356 0.96676421 
6.1500001 0.24409297 0.67953157 0.32541022 0.9644472 
6.1999998 0.23306562 0.67155659 0.32598832 0.96200341 
6.25 0.22257607 0.66356266 0.32662538 0.95943689 
6.3000002 0.2125981 0.65556818 0.32731888 0.956752 
6.3499999 0.20310678 0.64759016 0.3280662 0.95395374 
6.4000001 0.19407834 0.63964397 0.32886466 0.95104736 
6.4499998 0.18549022 0.63174373 0.32971153 0.9480384 
6.5 0.17732096 0.62390208 0.33060411 0.94493288 
6.5500002 0.16955011 0.61613047 0.33153966 0.94173676 
6.5999999 0.16215825 0.60843921 0.33251545 0.93845654 
6.6500001 0.1551269 0.60083735 0.33352876 0.93509859 
6.6999998 0.14843847 0.59333307 0.3345769 0.93166941 
6.75 0.14207624 0.58593357 0.33565724 0.92817569 
6.8000002 0.1360243 0.57864505 0.33676714 0.92462403 
6.8499999 0.13026752 0.57147288 0.33790413 0.92102098 
6.9000001 0.12479149 0.56442183 0.33906561 0.91737312 
6.9499998 0.11958253 0.55749583 0.34024924 0.91368687 
7 0.11462762 0.55069816 0.34145263 0.90996861 
7.0500002 0.10991436 0.54403156 0.34267348 0.90622443 
7.0999999 0.10543098 0.53749806 0.34390959 0.9024604 
7.1500001 0.10116625 0.53109944 0.34515879 0.8986823 
7.1999998 0.097109504 0.52483678 0.34641907 0.89489579 
7.25 0.093250617 0.51871091 0.34768844 0.89110631 
7.3000002 0.089579932 0.51272219 0.34896499 0.88731897 
