0 0 0 1 0.30000001 0 
0.050000001 0.028276209 0.0062266178 0.97569883 0.32356533 0.015588819 
0.1 0.055452995 0.01289386 0.95250416 0.3471331 0.032356557 
0.15000001 0.081582069 0.020017872 0.93035668 0.37057114 0.05029995 
0.2 0.10671115 0.027609942 0.9091996 0.39376691 0.069409624 
0.25 0.13088435 0.035676349 0.8889789 0.41662616 0.089671023 
0.30000001 0.15414265 0.044218294 0.86964315 0.43907127 0.11106533 
0.34999999 0.17652421 0.053232007 0.85114336 0.46103939 0.13357019 
0.40000001 0.19806471 0.062708922 0.83343309 0.48248079 0.15716048 
0.44999999 0.21879762 0.072635964 0.8164683 0.50335711 0.18180884 
0.5 0.23875445 0.082995944 0.80020738 0.5236398 0.20748629 
0.55000001 0.257965 0.093767971 0.78461075 0.54330856 0.23416258 
0.60000002 0.2764574 0.10492794 0.76964128 0.56235045 0.2618067 
0.64999998 0.29425848 0.11644907 0.75526386 0.58075827 0.29038706 
0.69999999 0.31139377 0.12830235 0.74144548 0.59853005 0.31987193 
0.75 0.32788759 0.14045717 0.7281552 0.61566782 0.3502295 
0.80000001 0.34376326 0.15288168 0.7153638 0.63217717 0.38142824 
0.85000002 0.35904309 0.16554335 0.703044 0.64806646 0.41343689 
0.89999998 0.37374854 0.17840935 0.69117039 0.66334629 0.44622472 
0.94999999 0.38790017 0.19144696 0.67971897 0.67802918 0.47976157 
1 0.40151784 0.20462386 0.66866755 0.6921289 0.51401794 
1.05 0.41462061 0.2179085 0.65799522 0.70566058 0.54896498 
1.1 0.42722687 0.23127028 0.64768273 0.71863991 0.58457476 
1.15 0.43935439 0.24467976 0.63771188 0.73108327 0.62082005 
1.2 0.4510203 0.25810885 0.62806588 0.74300754 0.65767443 
1.25 0.46224114 0.27153093 0.61872917 0.75442958 0.69511241 
1.3 0.47303289 0.2849209 0.60968703 0.76536649 0.7331093 
1.35 0.48341098 0.29825526 0.60092604 0.77583539 0.77164125 
1.4 0.49339032 0.3115122 0.59243351 0.78585321 0.81068534 
1.45 0.50298536 0.32467145 0.5841977 0.7954365 0.85021937 
1.5 0.51220995 0.33771449 0.5762077 0.80460191 0.89022201 
1.55 0.52107769 0.35062429 0.56845331 0.8133654 0.93067282 
1.6 0.52960151 0.3633855 0.56092513 0.82174283 0.97155213 
1.65 0.53779399 0.37598422 0.55361414 0.82974958 1.012841 
1.7 0.54566735 0.38840798 0.54651219 0.83740062 1.0545212 
1.75 0.55323327 0.40064576 0.53961152 0.84471047 1.0965754 
1.8 0.56050318 0.41268784 0.53290492 0.85169327 1.1389867 
1.85 0.56748796 0.42452571 0.52638555 0.85836262 1.1817394 
1.9 0.57419831 0.43615216 0.52004701 0.86473173 1.224818 
1.95 0.58064443 0.44756094 0.51388341 0.87081337 1.2682078 
2 0.58683622 0.45874688 0.50788909 0.87661988 1.3118948 
2.05 0.59278315 0.46970585 0.50205868 0.88216299 1.3558654 
2.0999999 0.59849453 0.48043451 0.49638715 0.88745415 1.4001069 
2.1500001 0.60397923 0.49093035 0.49086976 0.89250439 1.4446068 
2.2 0.60924584 0.50119168 0.48550195 0.89732426 1.4893534 
2.25 0.61430258 0.51121753 0.48027945 0.90192384 1.5343356 
2.3 0.61915755 0.52100736 0.47519812 0.90631288 1.5795424 
2.3499999 0.6238184 0.53056151 0.47025409 0.91050076 1.6249635 
2.4000001 0.62829256 0.53988063 0.46544361 0.91449636 1.6705892 
2.45 0.63258719 0.54896593 0.46076304 0.91830838 1.71641 
2.5 0.63670927 0.55781901 0.45620897 0.92194498 1.7624172 
2.55 0.64066541 0.56644195 0.45177811 0.92541409 1.8086019 
2.5999999 0.64446205 0.57483703 0.44746724 0.92872316 1.8549559 
2.6500001 0.64810544 0.58300692 0.44327328 0.93187952 1.9014716 
2.7 0.65160143 0.5909546 0.43919328 0.93480128 1.9481415 
2.75 0.65495235 0.59868318 0.43522429 0.93716323 1.9949409 
